weapon_id,offense_id,nibrs_weapon_id
12,77757180,15596981
20,77774030,15595981
12,77746267,15581349
9,77752524,15579994
12,77768164,15595917
12,77764316,15598189
12,77751176,15579316
20,77768165,15595918
12,77746268,15581350
12,77769864,15598049
12,77764997,15596591
18,77769868,15598050
12,77751178,15579317
20,77764998,15596592
9,77769871,15598051
12,77764999,15596593
20,77768167,15595919
20,77765003,15596594
18,77765004,15596595
12,77751182,15579318
12,77764321,15598190
12,77746276,15581351
12,77751183,15579319
12,77768173,15596135
12,77773011,15597207
18,77773012,15597208
18,77770833,15597439
20,77775809,15602445
20,77773059,15597453
20,77768238,15596376
20,77765059,15596866
12,77768241,15596377
20,77775811,15602446
20,77765277,15597559
20,77768242,15596378
20,77765278,15597560
18,77756228,15597667
18,77765621,15598628
20,77765279,15597561
18,77756229,15597668
18,77765622,15598629
20,77773062,15597454
18,77773063,15597455
20,77773064,15597456
20,77773065,15597457
20,77775814,15602447
20,77776712,15601772
18,77776713,15601773
20,77776714,15601774
20,77776716,15601775
20,77765624,15598630
18,77773067,15597458
18,77773068,15597459
20,77770845,15597628
12,77770863,15597634
18,77770846,15597629
20,77765281,15597562
20,77765282,15597563
20,77773070,15597460
20,77765627,15598631
18,77768248,15596379
20,77756233,15597669
20,77765628,15598632
20,77765629,15598633
20,77765630,15598634
20,77776719,15601776
18,77768250,15596380
18,77768251,15596381
18,77768252,15596382
18,77770850,15597630
20,77765068,15596868
20,77756240,15597670
20,77776723,15601777
18,77770851,15597631
20,77765066,15596867
20,77768254,15596383
18,77765069,15596869
20,77765632,15598635
20,77765289,15597772
20,77765070,15596870
20,77765290,15597773
20,77765072,15596871
20,77765634,15598636
20,77770853,15597632
12,77768255,15596384
20,77765635,15598856
20,77765293,15597774
12,77770860,15597633
12,77765078,15597066
20,77773085,15597655
9,77765640,15598857
20,77773089,15597656
9,77756245,15597671
20,77776734,15601778
12,77765300,15597776
20,77765301,15597777
12,77773103,15597661
20,77770864,15597635
18,77773091,15597657
3,77773093,15597658
20,77773094,15597659
12,77756248,15597672
20,77756255,15597673
9,77773096,15597660
20,77765298,15597775
18,77756257,15597674
12,77773109,15597662
12,77773110,15597663
3,77768268,15596386
12,77773115,15597664
12,77768266,15596385
12,77765659,15598858
12,77765085,15597067
12,77768269,15596387
12,77776749,15602001
12,77776751,15602002
12,77770870,15597636
20,77765666,15598859
20,77770872,15597637
12,77765667,15598860
12,77776752,15602003
12,77768273,15596388
12,77769171,15595672
12,77770873,15597638
12,77765670,15598861
12,77765671,15598862
12,77757174,15596978
20,77765675,15598863
12,77769179,15595673
12,77765317,15597778
20,77769181,15595674
12,77769183,15595675
12,77776759,15602004
12,77757178,15596979
12,77770894,15597639
12,77769188,15595676
18,77769190,15595677
12,77765322,15597779
12,77757179,15596980
12,77776773,15602005
12,77757183,15596982
12,77765328,15597780
9,77769882,15598052
12,77773035,15597449
19,77773034,15597448
12,77756189,15597465
12,77765235,15597556
12,77765022,15596863
18,77775775,15602441
20,77775776,15602442
12,77768194,15596136
12,77773032,15597447
12,77775784,15602443
12,77768202,15596137
12,77773036,15597450
3,77756203,15597466
18,77765031,15596864
20,77768205,15596138
10,77773043,15597451
12,77756207,15597467
12,77765597,15598622
9,77768212,15596139
12,77765034,15596865
12,77775788,15602444
20,77765250,15597557
20,77765602,15598623
6,77768216,15596140
12,77769910,15598053
12,77765605,15598624
12,77765608,15598625
12,77768223,15596141
12,77768227,15596142
12,77765259,15597558
12,77765610,15598626
12,77768232,15596143
12,77769204,15595680
12,77769205,15595681
12,77766014,15596344
12,77766015,15596345
12,77769200,15595678
12,77776775,15602006
12,77769203,15595679
12,77769928,15598262
12,77769929,15598263
12,77773058,15597452
3,77765618,15598627
12,77756219,15597666
2,77756179,15597463
11,77756182,15597464
