victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,agency_data_year,ff_line_number,age_range_low_num,age_range_high_num
68170560,66235535,1,8,,,,,,,,,,,,,
68170566,66235540,1,8,,,,,,,,,,,,,
68170561,66235536,1,4,,,,5,62,F,1,3,R,,,,
68170562,66235536,2,8,,,,,,,,,,,,,
68170564,66235538,1,8,,,,,,,,,,,,,
68170565,66235539,1,8,,,,,,,,,,,,,
68170567,66235541,1,8,,,,,,,,,,,,,
68170563,66235537,1,8,,,,,,,,,,,,,
68170568,66235542,1,8,,,,,,,,,,,,,
68170559,66235534,1,8,,,,,,,,,,,,,
